Country Code,Year,urban_pop_percentage
JOR,2009,84.928
JPN,2009,89.989
KAZ,2009,56.755
KEN,2009,23.183
KGZ,2009,35.284
KHM,2009,19.93
KIR,2009,46.547
KNA,2009,31.463
KOR,2009,81.835
KWT,2009,100.0
LAO,2009,29.475
LBN,2009,87.187
LBR,2009,47.445
LBY,2009,77.837
LCA,2009,19.213
LIE,2009,14.519
LKA,2009,18.242
LSO,2009,24.293
LTU,2009,66.842
LUX,2009,88.178
LVA,2009,67.814
MAC,2009,100.0
MAF,2009,N/A
MAR,2009,57.452
MDA,2009,42.651
MDG,2009,31.301
MDV,2009,36.021
MEX,2009,77.52
MHL,2009,73.093
MKD,2009,57.117
MLI,2009,35.2
MLT,2009,94.001
MMR,2009,28.695
MNE,2009,63.808
MNG,2009,66.58
MNP,2009,90.872
MOZ,2009,31.328
MRT,2009,45.686
MUS,2009,41.666
MWI,2009,15.429
MYS,2009,70.075
NAM,2009,40.601
NCL,2009,66.624
NER,2009,16.225
NGA,2009,42.588
NIC,2009,56.721
NLD,2009,86.288
NOR,2009,78.815
NPL,2009,16.434
NZL,2009,86.22
OMN,2009,74.624
PAK,2009,34.793
PAN,2009,64.851
PER,2009,76.241
PHL,2009,45.371
PLW,2009,74.109
PNG,2009,13.037
POL,2009,61.004
PRI,2009,93.884
PRK,2009,60.195
PRT,2009,59.964
PRY,2009,58.937
PSE,2009,73.923
PYF,2009,59.742
QAT,2009,98.336
ROU,2009,53.698
RUS,2009,73.642
RWA,2009,16.93
SAU,2009,81.867
SDN,2009,32.993
SEN,2009,43.359
SGP,2009,100.0
SLB,2009,19.589
SLE,2009,38.466
SLV,2009,64.57
SOM,2009,37.645
SRB,2009,54.772
SSD,2009,17.701
STP,2009,63.823
SUR,2009,66.412
SVK,2009,54.96
SVN,2009,52.433
SWE,2009,84.902
SWZ,2009,22.262
SXM,2009,100.0
SYC,2009,52.969
SYR,2009,55.237
TCA,2009,89.77
TCD,2009,21.934
TGO,2009,37.058
THA,2009,42.543
TJK,2009,26.518
TKM,2009,48.172
TLS,2009,27.389
TON,2009,23.335
TTO,2009,54.213
TUN,2009,66.376
TUR,2009,70.241
TUV,2009,53.782
TZA,2009,27.439
UGA,2009,18.878
UKR,2009,68.502
URY,2009,94.209
USA,2009,80.606
UZB,2009,50.472
VCT,2009,48.569
VEN,2009,88.057
VGB,2009,44.479
VIR,2009,94.419
VNM,2009,29.762
VUT,2009,24.286
WSM,2009,20.3
YEM,2009,31.194
ZAF,2009,61.687
ZMB,2009,38.861
ZWE,2009,33.378
AFG,2010,23.737
AGO,2010,59.783
ALB,2010,52.163
ARE,2010,84.087
ARG,2010,90.849
ARM,2010,63.44
ASM,2010,87.594
ATG,2010,26.238
AUS,2010,85.182
AUT,2010,57.399
AZE,2010,53.406
BDI,2010,10.642
BEL,2010,97.651
BEN,2010,43.093
BFA,2010,24.633
BGD,2010,30.462
BGR,2010,72.302
BHR,2010,88.634
BHS,2010,82.427
BIH,2010,45.558
BLR,2010,74.672
BLZ,2010,45.228
BMU,2010,100.0
BOL,2010,66.43
BRA,2010,84.335
BRB,2010,31.87
BRN,2010,74.961
BTN,2010,34.793
BWA,2010,62.412
CAF,2010,38.904
CAN,2010,80.937
CHE,2010,73.607
CHL,2010,87.074
CHN,2010,49.226
CIV,2010,47.33
CMR,2010,51.559
COD,2010,40.013
COG,2010,63.256
COL,2010,77.964
COM,2010,27.973
CPV,2010,61.821
CRI,2010,71.736
CUB,2010,76.597
CYM,2010,100.0
CYP,2010,67.551
CZE,2010,73.255
DEU,2010,76.966
DJI,2010,76.999
DMA,2010,68.094
DNK,2010,86.795
DOM,2010,73.753
DZA,2010,67.54
ECU,2010,62.69
EGY,2010,43.019
ERI,2010,35.175
ESP,2010,78.442
EST,2010,68.094
ETH,2010,17.319
FIN,2010,83.77
FJI,2010,52.171
FRA,2010,78.369
FSM,2010,22.298
GAB,2010,85.533
GBR,2010,81.302
GEO,2010,55.535
GHA,2010,50.713
GIN,2010,33.678
GMB,2010,55.662
GNB,2010,40.111
GNQ,2010,65.94
GRC,2010,76.292
GRD,2010,35.865
GTM,2010,48.403
GUM,2010,94.099
GUY,2010,26.634
HKG,2010,100.0
HND,2010,51.885
HRV,2010,55.155
HTI,2010,47.509
HUN,2010,68.911
IDN,2010,49.914
IND,2010,30.93
IRL,2010,61.542
IRN,2010,70.626
IRQ,2010,69.103
ISL,2010,93.574
ISR,2010,91.826
ITA,2010,68.327
JAM,2010,53.743
JOR,2010,86.088
JPN,2010,90.812
KAZ,2010,56.827
KEN,2010,23.571
KGZ,2010,35.306
KHM,2010,20.294
KIR,2010,47.39
KNA,2010,31.322
KOR,2010,81.936
KWT,2010,100.0
LAO,2010,30.064
LBN,2010,87.334
LBR,2010,47.813
LBY,2010,78.052
LCA,2010,18.45
LIE,2010,14.464
LKA,2010,18.226
LSO,2010,24.798
LTU,2010,66.757
LUX,2010,88.547
LVA,2010,67.841
MAC,2010,100.0
MAF,2010,N/A
MAR,2010,58.018
MDA,2010,42.62
MDG,2010,31.938
MDV,2010,36.434
MEX,2010,77.815
MHL,2010,73.568
MKD,2010,57.089
MLI,2010,35.999
MLT,2010,94.072
MMR,2010,28.885
MNE,2010,64.14
MNG,2010,67.567
MNP,2010,90.949
MOZ,2010,31.83
MRT,2010,46.588
MUS,2010,41.555
MWI,2010,15.544
MYS,2010,70.912
NAM,2010,41.616
NCL,2010,67.102
NER,2010,16.221
NGA,2010,43.48
NIC,2010,56.917
NLD,2010,87.134
NOR,2010,79.102
NPL,2010,16.768
NZL,2010,86.16
OMN,2010,75.161
PAK,2010,34.997
PAN,2010,65.14
PER,2010,76.43
PHL,2010,45.332
PLW,2010,74.817
PNG,2010,13.019
POL,2010,60.892
PRI,2010,93.825
PRK,2010,60.377
PRT,2010,60.567
PRY,2010,59.261
PSE,2010,74.149
PYF,2010,60.317
QAT,2010,98.501
ROU,2010,53.829
RUS,2010,73.687
RWA,2010,16.934
SAU,2010,82.084
SDN,2010,33.089
SEN,2010,43.773
SGP,2010,100.0
SLB,2010,20.048
SLE,2010,38.856
SLV,2010,65.452
SOM,2010,39.31
SRB,2010,54.993
SSD,2010,17.86
STP,2010,64.952
SUR,2010,66.344
SVK,2010,54.685
SVN,2010,52.658
SWE,2010,85.056
SWZ,2010,22.48
SXM,2010,100.0
SYC,2010,53.336
SYR,2010,55.6
TCA,2010,90.228
TCD,2010,21.985
TGO,2010,37.533
THA,2010,43.856
TJK,2010,26.52
TKM,2010,48.491
TLS,2010,27.732
TON,2010,23.389
TTO,2010,54.025
TUN,2010,66.657
TUR,2010,70.825
TUV,2010,54.796
TZA,2010,28.114
UGA,2010,19.383
UKR,2010,68.596
URY,2010,94.414
USA,2010,80.772
UZB,2010,50.956
VCT,2010,48.961
VEN,2010,88.083
VGB,2010,44.814
VIR,2010,94.594
VNM,2010,30.417
VUT,2010,24.462
WSM,2010,20.078
YEM,2010,31.776
ZAF,2010,62.218
ZMB,2010,39.355
ZWE,2010,33.196
AFG,2011,23.948
AGO,2011,60.528
ALB,2011,53.247
ARE,2011,84.423
ARG,2011,90.99
ARM,2011,63.34
ASM,2011,87.502
ATG,2011,25.703
AUS,2011,85.3
AUT,2011,57.115
AZE,2011,53.637
BDI,2011,10.915
BEL,2011,97.698
BEN,2011,43.608
BFA,2011,25.196
BGD,2011,31.225
BGR,2011,72.638
BHR,2011,88.695
BHS,2011,82.476
BIH,2011,45.878
BLR,2011,75.188
BLZ,2011,45.228
BMU,2011,100.0
BOL,2011,66.874
BRA,2011,84.631
BRB,2011,31.7
BRN,2011,75.31
BTN,2011,35.585
BWA,2011,63.865
CAF,2011,39.135
CAN,2011,81.096
CHE,2011,73.631
CHL,2011,87.132
CHN,2011,50.511
CIV,2011,47.751
CMR,2011,52.164
COD,2011,40.544
COG,2011,63.712
COL,2011,78.335
COM,2011,28.04
CPV,2011,62.322
CRI,2011,72.868
CUB,2011,76.689
CYM,2011,100.0
CYP,2011,67.406
CZE,2011,73.185
DEU,2011,77.16
DJI,2011,77.064
DMA,2011,68.389
DNK,2011,86.957
DOM,2011,74.827
DZA,2011,68.236
ECU,2011,62.851
EGY,2011,43.0
ERI,2011,35.771
ESP,2011,78.673
EST,2011,67.965
ETH,2011,17.735
FIN,2011,84.313
FJI,2011,52.683
FRA,2011,78.622
FSM,2011,22.305
GAB,2011,86.092
GBR,2011,81.57
GEO,2011,55.919
GHA,2011,51.394
GIN,2011,33.966
GMB,2011,56.384
GNB,2011,40.508
GNQ,2011,67.488
GRC,2011,76.649
GRD,2011,35.859
GTM,2011,48.701
GUM,2011,94.188
GUY,2011,26.4
HKG,2011,100.0
HND,2011,52.543
HRV,2011,55.322
HTI,2011,48.492
HUN,2011,69.358
IDN,2011,50.595
IND,2011,31.276
IRL,2011,61.742
IRN,2011,71.2
IRQ,2011,69.268
ISL,2011,93.587
ISR,2011,91.892
ITA,2011,68.444
JAM,2011,53.93
JOR,2011,87.172
JPN,2011,91.069
KAZ,2011,56.9
KEN,2011,23.969
KGZ,2011,35.352
KHM,2011,20.663
KIR,2011,48.235
KNA,2011,31.182
KOR,2011,81.923
KWT,2011,100.0
LAO,2011,30.66
LBN,2011,87.484
LBR,2011,48.193
LBY,2011,78.277
LCA,2011,18.45
LIE,2011,14.41
LKA,2011,18.211
LSO,2011,25.31
LTU,2011,66.741
LUX,2011,88.906
LVA,2011,67.869
MAC,2011,100.0
MAF,2011,N/A
MAR,2011,58.581
MDA,2011,42.589
MDG,2011,32.58
MDV,2011,36.849
MEX,2011,78.111
MHL,2011,74.038
MKD,2011,57.092
MLI,2011,36.799
MLT,2011,94.141
MMR,2011,29.075
MNE,2011,64.472
MNG,2011,67.963
MNP,2011,91.028
MOZ,2011,32.336
MRT,2011,47.493
MUS,2011,41.444
MWI,2011,15.672
MYS,2011,71.609
NAM,2011,42.637
NCL,2011,67.565
NER,2011,16.216
NGA,2011,44.366
NIC,2011,57.113
NLD,2011,87.879
NOR,2011,79.455
NPL,2011,17.108
NZL,2011,86.1
OMN,2011,76.183
PAK,2011,35.202
PAN,2011,65.437
PER,2011,76.617
PHL,2011,45.522
PLW,2011,75.511
PNG,2011,13.0
POL,2011,60.78
PRI,2011,93.773
PRK,2011,60.557
PRT,2011,61.167
PRY,2011,59.584
PSE,2011,74.381
PYF,2011,60.889
QAT,2011,98.602
ROU,2011,53.96
RUS,2011,73.732
RWA,2011,16.938
SAU,2011,82.302
SDN,2011,33.207
SEN,2011,44.188
SGP,2011,100.0
SLB,2011,20.508
SLE,2011,39.248
SLV,2011,66.325
SOM,2011,41.0
SRB,2011,55.215
SSD,2011,18.032
STP,2011,66.064
SUR,2011,66.276
SVK,2011,54.42
SVN,2011,52.883
SWE,2011,85.297
SWZ,2011,22.7
SXM,2011,100.0
SYC,2011,53.72
SYR,2011,54.58
TCA,2011,90.668
TCD,2011,22.054
TGO,2011,38.032
THA,2011,44.698
TJK,2011,26.521
TKM,2011,48.825
TLS,2011,28.079
TON,2011,23.443
TTO,2011,53.836
TUN,2011,66.938
TUR,2011,71.402
TUV,2011,55.807
TZA,2011,28.798
UGA,2011,19.898
UKR,2011,68.689
URY,2011,94.612
USA,2011,80.944
UZB,2011,51.15
VCT,2011,49.356
VEN,2011,88.108
VGB,2011,45.154
VIR,2011,94.761
VNM,2011,31.08
VUT,2011,24.561
WSM,2011,19.857
YEM,2011,32.364
ZAF,2011,62.746
ZMB,2011,39.851
ZWE,2011,33.015
AFG,2012,24.16
AGO,2012,61.268
ALB,2012,54.33
ARE,2012,84.749
ARG,2012,91.121
ARM,2012,63.24
ASM,2012,87.42
ATG,2012,25.526
AUS,2012,85.402
AUT,2012,57.147
AZE,2012,53.883
BDI,2012,11.194
BEL,2012,97.744
BEN,2012,44.125
BFA,2012,25.767
BGD,2012,31.993
BGR,2012,72.975
BHR,2012,88.762
BHS,2012,82.532
BIH,2012,46.199
BLR,2012,75.697
BLZ,2012,45.246
BMU,2012,100.0
BOL,2012,67.315
BRA,2012,84.923
BRB,2012,31.553
BRN,2012,75.656
BTN,2012,36.371
BWA,2012,64.768
CAF,2012,39.388
CAN,2012,81.137
CHE,2012,73.653
CHL,2012,87.189
CHN,2012,51.765
CIV,2012,48.172
CMR,2012,52.769
COD,2012,41.082
COG,2012,64.169
COL,2012,78.701
COM,2012,28.123
CPV,2012,62.821
CRI,2012,73.946
CUB,2012,76.781
CYM,2012,100.0
CYP,2012,67.261
CZE,2012,73.197
DEU,2012,77.17
DJI,2012,77.138
DMA,2012,68.685
DNK,2012,87.142
DOM,2012,75.802
DZA,2012,68.915
ECU,2012,62.988
EGY,2012,42.946
ERI,2012,36.372
ESP,2012,78.902
EST,2012,67.974
ETH,2012,18.16
FIN,2012,84.841
FJI,2012,53.196
FRA,2012,78.878
FSM,2012,22.324
GAB,2012,86.634
GBR,2012,81.837
GEO,2012,56.303
GHA,2012,52.073
GIN,2012,34.255
GMB,2012,57.105
GNB,2012,40.908
GNQ,2012,69.0
GRC,2012,77.004
GRD,2012,35.869
GTM,2012,49.0
GUM,2012,94.277
GUY,2012,26.4
HKG,2012,100.0
HND,2012,53.202
HRV,2012,55.506
HTI,2012,49.477
HUN,2012,69.678
IDN,2012,51.276
IND,2012,31.634
IRL,2012,61.942
IRN,2012,71.755
IRQ,2012,69.432
ISL,2012,93.6
ISR,2012,91.96
ITA,2012,68.684
JAM,2012,54.132
JOR,2012,88.185
JPN,2012,91.148
KAZ,2012,56.973
KEN,2012,24.376
KGZ,2012,35.423
KHM,2012,21.037
KIR,2012,49.082
KNA,2012,31.062
KOR,2012,81.851
KWT,2012,100.0
LAO,2012,31.264
LBN,2012,87.636
LBR,2012,48.583
LBY,2012,78.512
LCA,2012,18.45
LIE,2012,14.367
LKA,2012,18.196
LSO,2012,25.704
LTU,2012,66.864
LUX,2012,89.249
LVA,2012,67.897
MAC,2012,100.0
MAF,2012,N/A
MAR,2012,59.142
MDA,2012,42.558
MDG,2012,33.227
MDV,2012,37.267
MEX,2012,78.405
MHL,2012,74.498
MKD,2012,57.125
MLI,2012,37.599
MLT,2012,94.211
MMR,2012,29.266
MNE,2012,64.804
MNG,2012,68.03
MNP,2012,91.108
MOZ,2012,32.846
MRT,2012,48.4
MUS,2012,41.332
MWI,2012,15.812
MYS,2012,72.275
NAM,2012,43.693
NCL,2012,68.024
NER,2012,16.212
NGA,2012,45.246
NIC,2012,57.309
NLD,2012,88.588
NOR,2012,79.874
NPL,2012,17.458
NZL,2012,86.161
OMN,2012,77.564
PAK,2012,35.408
PAN,2012,65.741
PER,2012,76.804
PHL,2012,45.712
PLW,2012,76.194
PNG,2012,12.982
POL,2012,60.654
PRI,2012,93.726
PRK,2012,60.738
PRT,2012,61.763
PRY,2012,59.907
PSE,2012,74.619
PYF,2012,61.459
QAT,2012,98.697
ROU,2012,53.974
RUS,2012,73.791
RWA,2012,16.943
SAU,2012,82.52
SDN,2012,33.346
SEN,2012,44.603
SGP,2012,100.0
SLB,2012,20.97
SLE,2012,39.642
SLV,2012,67.187
SOM,2012,41.558
SRB,2012,55.356
SSD,2012,18.217
STP,2012,67.16
SUR,2012,66.208
SVK,2012,54.28
SVN,2012,53.108
SWE,2012,85.62
SWZ,2012,22.849
SXM,2012,100.0
SYC,2012,54.12
SYR,2012,53.555
TCA,2012,91.09
TCD,2012,22.142
TGO,2012,38.546
THA,2012,45.445
TJK,2012,26.545
TKM,2012,49.175
TLS,2012,28.428
TON,2012,23.435
TTO,2012,53.671
TUN,2012,67.218
TUR,2012,71.974
TUV,2012,56.815
TZA,2012,29.493
UGA,2012,20.424
UKR,2012,68.782
URY,2012,94.739
USA,2012,81.119
UZB,2012,51.05
VCT,2012,49.754
VEN,2012,88.123
VGB,2012,45.502
VIR,2012,94.919
VNM,2012,31.752
VUT,2012,24.661
WSM,2012,19.624
YEM,2012,32.958
ZAF,2012,63.272
ZMB,2012,40.354
ZWE,2012,32.834
AFG,2013,24.373
AGO,2013,62.002
ALB,2013,55.387
ARE,2013,85.066
ARG,2013,91.249
ARM,2013,63.164
ASM,2013,87.348
ATG,2013,25.35
AUS,2013,85.502
AUT,2013,57.336
AZE,2013,54.145
BDI,2013,11.482
BEL,2013,97.789
BEN,2013,44.642
BFA,2013,26.346
BGD,2013,32.762
BGR,2013,73.313
BHR,2013,88.835
BHS,2013,82.596
BIH,2013,46.519
BLR,2013,76.199
BLZ,2013,45.282
BMU,2013,100.0
BOL,2013,67.699
BRA,2013,85.209
BRB,2013,31.429
BRN,2013,75.997
BTN,2013,37.149
BWA,2013,65.572
CAF,2013,39.663
CAN,2013,81.178
CHE,2013,73.674
CHL,2013,87.246
CHN,2013,53.013
CIV,2013,48.593
CMR,2013,53.373
COD,2013,41.627
COG,2013,64.627
COL,2013,79.061
COM,2013,28.223
CPV,2013,63.317
CRI,2013,74.97
CUB,2013,76.827
CYM,2013,100.0
CYP,2013,67.137
CZE,2013,73.29
DEU,2013,77.18
DJI,2013,77.222
DMA,2013,68.982
DNK,2013,87.292
DOM,2013,76.749
DZA,2013,69.576
ECU,2013,63.125
EGY,2013,42.893
ERI,2013,36.979
ESP,2013,79.133
EST,2013,68.122
ETH,2013,18.575
FIN,2013,85.125
FJI,2013,53.706
FRA,2013,79.135
FSM,2013,22.355
GAB,2013,87.156
GBR,2013,82.102
GEO,2013,56.685
GHA,2013,52.748
GIN,2013,34.545
GMB,2013,57.82
GNB,2013,41.31
GNQ,2013,69.544
GRC,2013,77.355
GRD,2013,35.896
GTM,2013,49.311
GUM,2013,94.364
GUY,2013,26.4
HKG,2013,100.0
HND,2013,53.858
HRV,2013,55.706
HTI,2013,50.46
HUN,2013,69.953
IDN,2013,51.955
IND,2013,32.003
IRL,2013,62.141
IRN,2013,72.295
IRQ,2013,69.595
ISL,2013,93.633
ISR,2013,92.031
ITA,2013,68.979
JAM,2013,54.35
JOR,2013,89.125
JPN,2013,91.226
KAZ,2013,57.046
KEN,2013,24.794
KGZ,2013,35.517
KHM,2013,21.415
KIR,2013,49.927
KNA,2013,30.964
KOR,2013,81.779
KWT,2013,100.0
LAO,2013,31.872
LBN,2013,87.79
LBR,2013,48.985
LBY,2013,78.756
LCA,2013,18.461
LIE,2013,14.334
LKA,2013,18.198
LSO,2013,26.101
LTU,2013,66.986
LUX,2013,89.574
LVA,2013,67.925
MAC,2013,100.0
MAF,2013,N/A
MAR,2013,59.7
MDA,2013,42.527
MDG,2013,33.878
MDV,2013,37.685
MEX,2013,78.699
MHL,2013,74.946
MKD,2013,57.189
MLI,2013,38.398
MLT,2013,94.279
MMR,2013,29.457
MNE,2013,65.137
MNG,2013,68.097
MNP,2013,91.19
MOZ,2013,33.36
MRT,2013,49.306
MUS,2013,41.222
MWI,2013,15.966
MYS,2013,72.93
NAM,2013,44.756
NCL,2013,68.479
NER,2013,16.208
NGA,2013,46.118
NIC,2013,57.505
NLD,2013,89.187
NOR,2013,80.286
NPL,2013,17.815
NZL,2013,86.221
OMN,2013,78.882
PAK,2013,35.613
PAN,2013,66.052
PER,2013,76.989
PHL,2013,45.903
PLW,2013,76.862
PNG,2013,12.978
POL,2013,60.529
PRI,2013,93.686
PRK,2013,60.918
PRT,2013,62.352
PRY,2013,60.197
PSE,2013,74.863
PYF,2013,61.583
QAT,2013,98.785
ROU,2013,53.937
RUS,2013,73.863
RWA,2013,16.947
SAU,2013,82.74
SDN,2013,33.507
SEN,2013,45.019
SGP,2013,100.0
SLB,2013,21.433
SLE,2013,40.036
SLV,2013,68.036
SOM,2013,42.117
SRB,2013,55.469
SSD,2013,18.415
STP,2013,68.208
SUR,2013,66.14
SVK,2013,54.14
SVN,2013,53.332
SWE,2013,85.936
SWZ,2013,22.999
SXM,2013,100.0
SYC,2013,54.537
SYR,2013,52.529
TCA,2013,91.483
TCD,2013,22.248
TGO,2013,39.061
THA,2013,46.193
TJK,2013,26.589
TKM,2013,49.541
TLS,2013,28.779
TON,2013,23.382
TTO,2013,53.53
TUN,2013,67.495
TUR,2013,72.531
TUV,2013,57.814
TZA,2013,30.196
UGA,2013,20.958
UKR,2013,68.875
URY,2013,94.843
USA,2013,81.299
UZB,2013,50.95
VCT,2013,50.154
VEN,2013,88.133
VGB,2013,45.856
VIR,2013,95.07
VNM,2013,32.429
VUT,2013,24.761
WSM,2013,19.385
YEM,2013,33.559
ZAF,2013,63.793
ZMB,2013,40.865
ZWE,2013,32.654
AFG,2014,24.587
AGO,2014,62.731
ALB,2014,56.423
ARE,2014,85.375
ARG,2014,91.377
ARM,2014,63.112
ASM,2014,87.288
ATG,2014,25.175
AUS,2014,85.602
AUT,2014,57.526
AZE,2014,54.422
BDI,2014,11.776
BEL,2014,97.833
BEN,2014,45.166
BFA,2014,26.934
BGD,2014,33.535
BGR,2014,73.651
BHR,2014,88.915
BHS,2014,82.668
BIH,2014,46.84
BLR,2014,76.693
BLZ,2014,45.335
BMU,2014,100.0
BOL,2014,68.047
BRA,2014,85.492
BRB,2014,31.328
BRN,2014,76.332
BTN,2014,37.918
BWA,2014,66.368
CAF,2014,39.959
CAN,2014,81.218
CHE,2014,73.696
CHL,2014,87.303
CHN,2014,54.259
CIV,2014,49.014
CMR,2014,53.976
COD,2014,42.18
COG,2014,65.085
COL,2014,79.415
COM,2014,28.338
CPV,2014,63.81
CRI,2014,75.941
CUB,2014,76.861
CYM,2014,100.0
CYP,2014,67.031
CZE,2014,73.384
DEU,2014,77.19
DJI,2014,77.314
DMA,2014,69.28
DNK,2014,87.41
DOM,2014,77.67
DZA,2014,70.221
ECU,2014,63.261
EGY,2014,42.839
ERI,2014,37.59
ESP,2014,79.366
EST,2014,68.269
ETH,2014,18.998
FIN,2014,85.175
FJI,2014,54.216
FRA,2014,79.394
FSM,2014,22.399
GAB,2014,87.651
GBR,2014,82.365
GEO,2014,57.067
GHA,2014,53.419
GIN,2014,34.836
GMB,2014,58.528
GNB,2014,41.715
GNQ,2014,70.083
GRC,2014,77.702
GRD,2014,35.938
GTM,2014,49.634
GUM,2014,94.449
GUY,2014,26.414
HKG,2014,100.0
HND,2014,54.514
HRV,2014,55.923
HTI,2014,51.444
HUN,2014,70.227
IDN,2014,52.635
IND,2014,32.384
IRL,2014,62.34
IRN,2014,72.83
IRQ,2014,69.758
ISL,2014,93.667
ISR,2014,92.104
ITA,2014,69.272
JAM,2014,54.584
JOR,2014,90.0
JPN,2014,91.304
KAZ,2014,57.118
KEN,2014,25.221
KGZ,2014,35.635
KHM,2014,21.799
KIR,2014,50.773
KNA,2014,30.885
KOR,2014,81.707
KWT,2014,100.0
LAO,2014,32.487
LBN,2014,87.947
LBR,2014,49.397
LBY,2014,79.009
LCA,2014,18.482
LIE,2014,14.313
LKA,2014,18.218
LSO,2014,26.502
LTU,2014,67.108
LUX,2014,89.884
LVA,2014,67.952
MAC,2014,100.0
MAF,2014,N/A
MAR,2014,60.256
MDA,2014,42.496
MDG,2014,34.534
MDV,2014,38.106
MEX,2014,78.993
MHL,2014,75.384
MKD,2014,57.284
MLI,2014,39.196
MLT,2014,94.347
MMR,2014,29.65
MNE,2014,65.471
MNG,2014,68.163
MNP,2014,91.273
MOZ,2014,33.878
MRT,2014,50.203
MUS,2014,41.111
MWI,2014,16.132
MYS,2014,73.577
NAM,2014,45.826
NCL,2014,68.931
NER,2014,16.219
NGA,2014,46.982
NIC,2014,57.7
NLD,2014,89.69
NOR,2014,80.692
NPL,2014,18.182
NZL,2014,86.281
OMN,2014,80.145
PAK,2014,35.819
PAN,2014,66.371
PER,2014,77.173
PHL,2014,46.093
PLW,2014,77.517
PNG,2014,12.988
POL,2014,60.403
PRI,2014,93.651
PRK,2014,61.098
PRT,2014,62.936
PRY,2014,60.474
PSE,2014,75.113
PYF,2014,61.633
QAT,2014,98.868
ROU,2014,53.9
RUS,2014,73.95
RWA,2014,16.967
SAU,2014,82.96
SDN,2014,33.689
SEN,2014,45.436
SGP,2014,100.0
SLB,2014,21.896
SLE,2014,40.432
SLV,2014,68.874
SOM,2014,42.679
SRB,2014,55.583
SSD,2014,18.626
STP,2014,69.213
SUR,2014,66.089
SVK,2014,54.0
SVN,2014,53.557
SWE,2014,86.247
SWZ,2014,23.149
SXM,2014,100.0
SYC,2014,54.969
SYR,2014,51.5
TCA,2014,91.851
TCD,2014,22.372
TGO,2014,39.579
THA,2014,46.943
TJK,2014,26.655
TKM,2014,49.921
TLS,2014,29.133
TON,2014,23.328
TTO,2014,53.413
TUN,2014,67.772
TUR,2014,73.077
TUV,2014,58.786
TZA,2014,30.904
UGA,2014,21.504
UKR,2014,68.968
URY,2014,94.945
USA,2014,81.483
UZB,2014,50.85
VCT,2014,50.558
VEN,2014,88.144
VGB,2014,46.216
VIR,2014,95.213
VNM,2014,33.115
VUT,2014,24.861
WSM,2014,19.149
YEM,2014,34.165
ZAF,2014,64.312
ZMB,2014,41.382
ZWE,2014,32.504
AFG,2015,24.803
AGO,2015,63.446
ALB,2015,57.434
ARE,2015,85.674
ARG,2015,91.503
ARM,2015,63.085
ASM,2015,87.238
ATG,2015,25.0
AUS,2015,85.701
AUT,2015,57.715
AZE,2015,54.714
BDI,2015,12.078
BEL,2015,97.876
BEN,2015,45.695
BFA,2015,27.53
BGD,2015,34.308
BGR,2015,73.99
BHR,2015,88.999
BHS,2015,82.746
BIH,2015,47.173
BLR,2015,77.181
BLZ,2015,45.406
BMU,2015,100.0
BOL,2015,68.393
BRA,2015,85.77
BRB,2015,31.249
BRN,2015,76.663
BTN,2015,38.678
BWA,2015,67.155
CAF,2015,40.277
CAN,2015,81.259
CHE,2015,73.718
CHL,2015,87.36
CHN,2015,55.5
CIV,2015,49.444
CMR,2015,54.578
COD,2015,42.74
COG,2015,65.543
COL,2015,79.764
COM,2015,28.47
CPV,2015,64.3
CRI,2015,76.862
CUB,2015,76.896
CYM,2015,100.0
CYP,2015,66.946
CZE,2015,73.477
DEU,2015,77.2
DJI,2015,77.417
DMA,2015,69.579
DNK,2015,87.526
DOM,2015,78.566
DZA,2015,70.848
ECU,2015,63.398
EGY,2015,42.785
ERI,2015,38.206
ESP,2015,79.602
EST,2015,68.416
ETH,2015,19.428
FIN,2015,85.225
FJI,2015,54.726
FRA,2015,79.655
FSM,2015,22.456
GAB,2015,88.118
GBR,2015,82.626
GEO,2015,57.448
GHA,2015,54.086
GIN,2015,35.141
GMB,2015,59.228
GNB,2015,42.123
GNQ,2015,70.616
GRC,2015,78.046
GRD,2015,35.997
GTM,2015,49.971
GUM,2015,94.534
GUY,2015,26.441
HKG,2015,100.0
HND,2015,55.165
HRV,2015,56.155
HTI,2015,52.427
HUN,2015,70.5
IDN,2015,53.313
IND,2015,32.777
IRL,2015,62.538
IRN,2015,73.358
IRQ,2015,69.921
ISL,2015,93.7
ISR,2015,92.179
ITA,2015,69.565
JAM,2015,54.833
JOR,2015,90.256
JPN,2015,91.381
KAZ,2015,57.191
KEN,2015,25.658
KGZ,2015,35.777
KHM,2015,22.188
KIR,2015,51.619
KNA,2015,30.827
KOR,2015,81.634
KWT,2015,100.0
LAO,2015,33.108
LBN,2015,88.106
LBR,2015,49.82
LBY,2015,79.27
LCA,2015,18.515
LIE,2015,14.303
LKA,2015,18.256
LSO,2015,26.908
LTU,2015,67.23
LUX,2015,90.179
LVA,2015,67.98
MAC,2015,100.0
MAF,2015,N/A
MAR,2015,60.809
MDA,2015,42.49
MDG,2015,35.193
MDV,2015,38.529
MEX,2015,79.285
MHL,2015,75.811
MKD,2015,57.408
MLI,2015,39.991
MLT,2015,94.414
MMR,2015,29.858
MNE,2015,65.806
MNG,2015,68.23
MNP,2015,91.357
MOZ,2015,34.4
MRT,2015,51.089
MUS,2015,41.0
MWI,2015,16.313
MYS,2015,74.213
NAM,2015,46.9
NCL,2015,69.379
